"Id","Sales"
1,4379.14240599007
24825,4335.9077555058
5993,3761.23200611617
37665,4526.04866105373
18833,3724.0978971746
12841,4335.9077555058
19689,3887.40933884878
857,4351.14980824483
15409,0
38521,5180.01758692171
13697,4526.04866105373
7705,3901.07478135864
39377,0
20545,4449.10124720405
1713,4541.95911770576
16265,3418.29981979492
33385,0
27393,0
2569,5198.22694599967
40233,3418.29981979492
21401,0
35953,4363.80229534224
34241,3418.29981979492
3425,0
22257,3418.29981979492
9417,0
30817,3724.0978971746
10273,3430.31619769525
35097,4608.09908709107
23113,4608.09908709107
4281,3430.31619769525
14553,5180.01758692171
8561,4464.74120996964
29961,3748.05643204325
25681,4526.04866105373
5137,3971.79537492368
23969,4363.80229534224
36809,4335.9077555058
17977,3748.05643204325
26537,5180.01758692171
11985,4363.80229534224
6849,3737.18924960984
17121,3957.88219858154
29105,3957.88219858154
32529,4449.10124720405
11129,4608.09908709107
31673,3887.40933884878
28249,3418.29981979492
23970,7747.53840087128
1714,7955.48260842391
24826,7698.0141548283
18834,6611.8007907371
38522,9073.07590318017
5994,6587.99760972287
35954,7643.4314725253
2,7670.30049100555
39378,0
4282,6008.38099704078
29106,7026.86378628216
8562,7820.23134214568
9418,0
25682,8035.59222725413
19690,6901.7455636758
34242,6068.88381442486
16266,6068.88381442486
22258,6068.88381442486
26538,9196.65522306094
20546,7898.97901627424
10274,6008.38099704078
30818,6611.8007907371
37666,7927.61459862745
33386,0
14554,9196.65522306094
858,7621.26996942759
21402,0
2570,9104.97056266544
11130,8099.70349207693
5138,6956.81053276068
40234,6068.88381442486
32530,7792.83711675669
36810,7594.57270458226
11986,7670.30049100555
15410,0
35098,8071.33027735498
29962,6654.33701404896
23114,8181.26537729822
17978,6654.33701404896
31674,6809.00390901308
28250,6068.88381442486
6850,6545.88544484251
13698,7955.48260842391
27394,0
7706,6832.93965731162
17122,7026.86378628216
12842,7621.26996942759
3426,0
4283,6655.1970711945
23971,8466.26450201472
24827,8412.14597499775
1715,8811.90866251623
8563,8662.09728543254
5995,7297.21074926141
29107,7678.73411606492
38523,10049.8134534593
34243,6722.21315643474
22259,6722.21315643474
35955,8466.26450201472
3,8496.02603231444
20547,8631.75400848882
39379,0
16267,6722.21315643474
26539,10049.8134534593
23115,8940.22760023913
18835,7225.16642482409
25683,8781.0405971807
37667,8781.0405971807
859,8441.71726198754
17123,7678.73411606492
5139,7705.7272342228
19691,7542.00888647611
9419,0
7707,7568.52137329273
11987,8496.02603231444
10275,6655.1970711945
35099,8940.22760023913
33387,0
14555,10186.6963721917
21403,0
2571,10085.1416466112
11131,8971.65525697577
29963,7271.6486619995
15411,0
28251,6722.21315643474
32531,8631.75400848882
13699,8811.90866251623
36811,8412.14597499775
30819,7225.16642482409
40235,6722.21315643474
6851,7250.56511268953
12843,8441.71726198754
27395,0
17979,7271.6486619995
3427,0
31675,7542.00888647611
860,5143.05398868825
24828,5125.03790016225
5996,4445.77183593704
4284,4054.62973708438
26540,6122.77473448783
23972,5158.00921365197
1716,5368.59036949556
28252,4095.45879280899
4,5176.1412065116
23116,5446.76773601928
37668,5349.78422832546
16268,4095.45879280899
35956,5158.00921365197
11132,5465.91480412381
19692,4594.91329577895
5140,4694.65749180783
22260,4095.45879280899
32532,5258.83247507418
11988,5176.1412065116
30820,4401.87936256219
39380,0
10276,4054.62973708438
33388,0
14556,6206.16964328673
40236,4095.45879280899
25684,5349.78422832546
6852,4417.35332584239
17124,4678.21213363005
34244,4095.45879280899
15412,0
3428,0
20548,5258.83247507418
9420,0
17980,4430.19832277952
21404,0
35100,5446.76773601928
7708,4611.06583285648
8564,5277.31889278659
29108,4678.21213363005
2572,6144.29817563893
29964,4430.19832277952
36812,5125.03790016225
38524,6122.77473448783
27396,0
13700,5368.59036949556
31676,4594.91329577895
12844,5143.05398868825
18836,4401.87936256219
16269,4860.68005492966
23973,6205.14521803965
4285,4812.22224180975
11989,6143.28396324409
11133,6487.20068115418
861,6104.01452167884
23117,6552.52508690326
1717,6371.69153744468
5997,5276.4477888656
5,6143.28396324409
17125,5627.943737118
34245,4860.68005492966
22261,4860.68005492966
21405,0
26541,7365.76938720541
9421,0
30821,5295.51219193174
10277,4812.22224180975
35101,6464.47605449952
33389,0
35957,6121.76407487317
5141,5571.83680500548
12845,6104.01452167884
6853,5242.71938572541
36813,6082.63219393575
20549,6326.43677696616
3429,0
32533,6241.42578816604
2573,7292.33746566028
8565,6263.36632435691
24829,6165.48034351951
29109,5627.943737118
18837,5295.51219193174
25685,6435.85279647729
15413,0
40237,4860.68005492966
38525,7266.79244948276
7709,5472.62635509525
17981,5329.58023122629
39381,0
27397,0
29965,5329.58023122629
31677,5453.45577646629
19693,5527.73426405388
14557,7365.76938720541
28253,4860.68005492966
13701,6371.69153744468
37669,6349.37153865574
24830,5129.6270552143
34246,4044.04434485224
35102,5451.64498027777
10278,4058.26040770665
20550,5263.54143490842
5142,4698.86126777318
16270,4044.04434485224
22262,4044.04434485224
15414,0
30822,4405.82097378708
11990,5180.7761214197
6,5180.7761214197
11134,5470.80919339977
8566,5282.04440606667
862,5147.65927603538
29966,4434.16529188504
13702,5354.57462983996
17126,4682.40118379237
26542,6128.25730128103
39382,0
1718,5373.39761074849
17982,4434.16529188504
33390,0
27398,0
29110,4682.40118379237
2574,6149.80001534496
19694,4599.02775697433
40238,4044.04434485224
35958,5162.62789247981
3430,0
28254,4044.04434485224
9422,0
32534,5263.54143490842
36814,5129.6270552143
18838,4405.82097378708
23118,5451.64498027777
4286,4058.26040770665
14558,6128.25730128103
38526,6128.25730128103
12846,5129.6270552143
6854,4421.30879304612
25686,5354.57462983996
21406,0
23974,5162.62789247981
7710,4615.19475765165
37670,5354.57462983996
31678,4599.02775697433
5998,4449.75275016218
5143,7993.02965245552
22263,6972.84596979752
4287,6903.33123871052
26543,10424.5134162537
10279,6903.33123871052
24831,8725.78670061412
27399,0
29111,7965.0301155799
18839,7494.55148387039
23975,8781.92299742888
11135,9306.156877982
25687,9108.43528965895
19695,7823.20718555343
30823,7494.55148387039
13703,9140.45424829079
15415,0
33391,0
9423,0
29967,7542.76677734788
17983,7542.76677734788
14559,10566.4999147483
35959,8781.92299742888
2575,10461.1587953136
8567,8985.05726330708
32535,8953.58265941939
6855,7520.89714328334
863,8756.46053146566
3431,0
39383,0
23119,9273.55746399193
21407,0
20551,8953.58265941939
40239,6972.84596979752
16271,6972.84596979752
7711,7850.70817109888
37671,9108.43528965895
12847,8756.46053146566
28255,6972.84596979752
31679,7823.20718555343
5999,7569.28192838459
36815,8725.78670061412
35103,9273.55746399193
17127,7965.0301155799
1719,9140.45424829079
11991,8812.79416467336
34247,6972.84596979752
7,8812.79416467336
38527,10424.5134162537
33392,0
26544,9785.16558617796
15416,0
23120,8704.79913399242
9424,0
10280,6479.94170756158
3432,0
22264,6545.19301735455
35960,8243.3171951145
13704,8579.85929712124
27400,0
24832,8190.6238042776
28256,6545.19301735455
25688,8549.80409937733
4288,6479.94170756158
2576,9819.56346047205
7712,7369.21488375525
6856,7059.63155929132
30824,7034.90171056468
5144,7502.80761906446
11136,8735.39918707577
39384,0
14560,9918.44388352328
21408,0
35104,8704.79913399242
40240,6545.19301735455
31680,7343.40056642455
864,8219.41637253088
20552,8404.44876547878
8568,8433.99299440368
23976,8243.3171951145
29968,7080.15990263796
36816,8190.6238042776
38528,9785.16558617796
17128,7476.52532715075
34248,6545.19301735455
16272,6545.19301735455
29112,7476.52532715075
8,8272.2949968846
32536,8404.44876547878
12848,8219.41637253088
11992,8272.2949968846
17984,7080.15990263796
6000,7105.04884786512
19696,7343.40056642455
18840,7034.90171056468
37672,8549.80409937733
1720,8579.85929712124
9425,0
23121,5540.92631409225
7713,4674.34581856454
22265,4166.25721770552
23977,5247.17600702064
13705,5442.26624708408
24833,5213.63471659307
5145,4759.08464807809
35105,5540.92631409225
3433,0
30825,4477.97489696267
10281,4124.72234781415
34249,0
28257,0
33393,0
11137,5540.92631409225
15417,0
865,5231.96225024767
35961,5247.17600702064
25689,5442.26624708408
27401,0
4289,4124.72234781415
39385,0
38529,6228.6194833006
20553,5349.74220579437
36817,5213.63471659307
